Date,Ticker,Open,High,Low,Close,Volume,Daily_Percent_Return,MA_50,MA_200,Dividends,Stock Splits
2022-12-06 05:00:00,AAPL,144.88,145.11,139.81,140.79,64727200,,140.79,140.79,0.0,0.0
2022-12-07 05:00:00,AAPL,140.08,141.24,137.92,138.85,69721100,-1.3785,139.82,139.82,0.0,0.0
2022-12-08 05:00:00,AAPL,140.24,141.39,139.0,140.53,62128300,1.2133,140.05,140.05,0.0,0.0
2022-12-09 05:00:00,AAPL,140.22,143.41,138.81,140.05,76097000,-0.3435,140.05,140.05,0.0,0.0
2022-12-12 05:00:00,AAPL,140.58,142.35,138.96,142.34,70462700,1.639,140.51,140.51,0.0,0.0
2022-12-13 05:00:00,AAPL,147.28,147.74,142.1,143.31,93886200,0.6782,140.98,140.98,0.0,0.0
2022-12-14 05:00:00,AAPL,143.19,144.48,139.06,141.08,82291200,-1.5536,140.99,140.99,0.0,0.0
2022-12-15 05:00:00,AAPL,139.01,139.69,134.01,134.47,98931900,-4.6854,140.18,140.18,0.0,0.0
2022-12-16 05:00:00,AAPL,134.66,135.6,131.74,132.51,160156900,-1.4579,139.32,139.32,0.0,0.0
2022-12-19 05:00:00,AAPL,133.1,133.19,129.37,130.4,79592600,-1.591,138.43,138.43,0.0,0.0
2022-12-20 05:00:00,AAPL,129.44,131.27,127.96,130.33,77432800,-0.0529,137.7,137.7,0.0,0.0
2022-12-21 05:00:00,AAPL,131.0,134.78,130.78,133.44,85928000,2.3809,137.34,137.34,0.0,0.0
2022-12-22 05:00:00,AAPL,132.35,132.56,128.36,130.26,77852100,-2.3773,136.8,136.8,0.0,0.0
2022-12-23 05:00:00,AAPL,128.97,130.45,127.71,129.9,63814900,-0.2798,136.3,136.3,0.0,0.0
2022-12-27 05:00:00,AAPL,129.43,129.46,126.81,128.1,69007800,-1.3879,135.76,135.76,0.0,0.0
2022-12-28 05:00:00,AAPL,127.74,129.08,124.0,124.17,85438400,-3.0685,135.03,135.03,0.0,0.0
2022-12-29 05:00:00,AAPL,126.09,128.54,125.83,127.68,75703700,2.8324,134.6,134.6,0.0,0.0
2022-12-30 05:00:00,AAPL,126.5,128.02,125.54,128.0,77034200,0.2469,134.23,134.23,0.0,0.0
2023-01-03 05:00:00,AAPL,128.34,128.95,122.32,123.21,112117500,-3.7405,133.65,133.65,0.0,0.0
2023-01-04 05:00:00,AAPL,125.0,126.75,123.22,124.48,89113600,1.0314,133.2,133.2,0.0,0.0
2023-01-05 05:00:00,AAPL,125.24,125.87,122.91,123.16,80962700,-1.0605,132.72,132.72,0.0,0.0
2023-01-06 05:00:00,AAPL,124.14,128.35,123.03,127.69,87754700,3.6794,132.49,132.49,0.0,0.0
2023-01-09 05:00:00,AAPL,128.53,131.43,127.96,128.22,70790800,0.4089,132.3,132.3,0.0,0.0
2023-01-10 05:00:00,AAPL,128.32,129.31,126.22,128.79,63896200,0.4456,132.16,132.16,0.0,0.0
2023-01-11 05:00:00,AAPL,129.3,131.53,128.52,131.51,69458900,2.1112,132.13,132.13,0.0,0.0
2023-01-12 05:00:00,AAPL,131.89,132.26,129.49,131.43,71379600,-0.0599,132.1,132.1,0.0,0.0
2023-01-13 05:00:00,AAPL,130.07,132.91,129.7,132.76,57809700,1.0119,132.13,132.13,0.0,0.0
2023-01-17 05:00:00,AAPL,132.83,135.25,132.14,133.92,63646600,0.8756,132.19,132.19,0.0,0.0
2023-01-18 05:00:00,AAPL,134.79,136.55,133.02,133.2,69672800,-0.537,132.23,132.23,0.0,0.0
2023-01-19 05:00:00,AAPL,132.09,134.23,131.78,133.26,58280400,0.0444,132.26,132.26,0.0,0.0
