Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-06 00:00:00-05:00,207.26216618023864,207.3892656784732,202.99960405265077,204.4074249267578,5986000,0.0,0.0
2022-12-07 00:00:00-05:00,204.13366724584304,204.34875180199393,200.5456874850064,203.16578674316406,7923800,0.0,0.0
2022-12-08 00:00:00-05:00,204.82779728522655,205.60015046328735,203.1071357057259,204.42697143554688,4896500,0.0,0.0
2022-12-09 00:00:00-05:00,203.26355046134356,205.81522176826402,202.882266928943,204.035888671875,4928400,0.0,0.0
2022-12-12 00:00:00-05:00,205.3068482163237,210.019136369252,204.78869403091446,209.7942657470703,5941700,0.0,0.0
2022-12-13 00:00:00-05:00,214.63365157124758,215.06382071394313,207.86830347391347,208.27891540527344,14585000,0.0,0.0
2022-12-14 00:00:00-05:00,208.09317583522548,211.44651409469333,206.90043953614594,208.55267333984375,7001700,0.0,0.0
2022-12-15 00:00:00-05:00,204.91581417798656,207.08620227135253,202.1979434876962,203.26358032226562,10831800,0.0,0.0
2022-12-16 00:00:00-05:00,202.85293909958196,203.7425907323019,200.7118796744852,202.26634216308594,12472900,0.0,0.0
2022-12-19 00:00:00-05:00,202.0121618159908,202.83338560791316,199.39204768080697,200.24261474609375,4893600,0.0,0.0
2022-12-20 00:00:00-05:00,199.32363325070958,201.91440428705067,199.00100639976844,200.7705535888672,5024900,0.0,0.0
2022-12-21 00:00:00-05:00,201.9535292551972,203.3124645916397,200.98564865183008,202.1881561279297,4086900,0.0,0.0
2022-12-22 00:00:00-05:00,201.15183118492916,202.0317117211775,197.61273691176868,200.4772491455078,5690300,0.0,0.0
2022-12-23 00:00:00-05:00,199.56806694308057,201.630912840225,198.97169874766584,201.23007202148438,3246000,0.0,0.0
2022-12-27 00:00:00-05:00,201.31802220512478,202.25657433535943,200.02752980855462,201.67974853515625,2904900,0.0,0.0
2022-12-28 00:00:00-05:00,202.0610475888086,203.86970921339292,200.22307252422567,200.40882873535156,3139200,0.0,0.0
2022-12-29 00:00:00-05:00,201.3473413226701,203.86968420680734,200.90740109215557,203.41018676757812,3675500,0.0,0.0
2022-12-30 00:00:00-05:00,201.69933600552795,203.3906694051027,201.10296782402025,203.11692810058594,4159400,0.0,0.0
2023-01-03 00:00:00-05:00,204.6029491275536,207.58478983319975,201.55268055930242,202.75518798828125,4202800,0.0,0.0
2023-01-04 00:00:00-05:00,204.93536675568143,208.43536201053794,204.93536675568143,207.85855102539062,6606200,0.0,0.0
2023-01-05 00:00:00-05:00,209.0219139858793,209.37386915677587,205.7565612389819,206.39202880859375,5246000,0.0,0.0
2023-01-06 00:00:00-05:00,209.21747295673077,213.26495057516374,208.32780629052567,212.8836669921875,6829700,0.0,0.0
2023-01-09 00:00:00-05:00,214.17415812202682,217.24398376359144,213.47024772747108,213.71466064453125,6294500,0.0,0.0
2023-01-10 00:00:00-05:00,214.0959878800433,217.4199982631412,213.3040773362606,216.1490478515625,10857000,0.0,0.0
2023-01-11 00:00:00-05:00,216.34453370007313,217.21464309854863,214.79007110916424,217.13644409179688,5408200,0.0,0.0
2023-01-12 00:00:00-05:00,217.13644720692145,218.80822324972266,215.67974081244412,218.62246704101562,4264400,0.0,0.0
2023-01-13 00:00:00-05:00,216.95067304271393,218.7593195762763,215.22022551055318,218.07496643066406,4283200,0.0,0.0
2023-01-17 00:00:00-05:00,217.4102180628231,219.38506401256728,217.40043199717195,218.016357421875,6101100,0.0,0.0
2023-01-18 00:00:00-05:00,219.07219655752203,219.96186319222687,214.53589322831093,214.55545043945312,6558000,0.0,0.0
2023-01-19 00:00:00-05:00,213.22583419306773,216.5694010986368,212.6392372267094,215.4842071533203,4853100,0.0,0.0
2023-01-20 00:00:00-05:00,216.1978738119776,219.4143410059758,215.48419232232683,219.29702758789062,5211000,0.0,0.0
2023-01-23 00:00:00-05:00,219.5805792369367,221.14481301659623,218.16297232835183,219.16995239257812,5501500,0.0,0.0
2023-01-24 00:00:00-05:00,217.0582098772322,224.85986537725617,211.7886684114068,218.88641357421875,5274900,0.0,0.0
2023-01-25 00:00:00-05:00,216.6671743286751,219.94231363209735,216.22723402824957,219.87387084960938,4729600,0.0,0.0
2023-01-26 00:00:00-05:00,220.9492590785582,222.00512458464237,218.6713290864201,219.68809509277344,7043400,0.0,0.0
2023-01-27 00:00:00-05:00,222.9045761334714,227.63640653779186,222.17133739619027,226.2677001953125,11382600,0.0,0.0
2023-01-30 00:00:00-05:00,225.05540357624452,225.27048812954163,222.8361301860135,223.97999572753906,5677400,0.0,0.0
2023-01-31 00:00:00-05:00,223.6964946629744,225.64202701702666,223.34453943605496,225.06521606445312,11294200,0.0,0.0
2023-02-01 00:00:00-05:00,224.24397067029844,227.4604531891892,222.709065224218,225.73977661132812,5792700,0.0,0.0
2023-02-02 00:00:00-05:00,228.7313943744997,229.0637923665337,223.26631012767837,224.42971801757812,7190000,0.0,0.0
2023-02-03 00:00:00-05:00,223.57917862045113,225.70068110434298,222.55264131075336,224.98699951171875,5243600,0.0,0.0
2023-02-06 00:00:00-05:00,223.588925609249,225.11405977074165,222.94367195083902,224.31239318847656,3402400,0.0,0.0
2023-02-07 00:00:00-05:00,222.92413714242636,226.94228608791394,222.85569436524585,226.150390625,4042600,0.0,0.0
