Date,Ticker,Open,High,Low,Close,Volume,Daily_Percent_Return,MA_50,MA_200,Dividends,Stock Splits
2022-12-06 05:00:00,V,207.26,207.39,203.0,204.41,5986000,,204.41,204.41,0.0,0.0
2022-12-07 05:00:00,V,204.13,204.35,200.55,203.17,7923800,-0.6074,203.79,203.79,0.0,0.0
2022-12-08 05:00:00,V,204.83,205.6,203.11,204.43,4896500,0.6208,204.0,204.0,0.0,0.0
2022-12-09 05:00:00,V,203.26,205.82,202.88,204.04,4928400,-0.1913,204.01,204.01,0.0,0.0
2022-12-12 05:00:00,V,205.31,210.02,204.79,209.79,5941700,2.8222,205.17,205.17,0.0,0.0
2022-12-13 05:00:00,V,214.63,215.06,207.87,208.28,14585000,-0.7223,205.68,205.68,0.0,0.0
2022-12-14 05:00:00,V,208.09,211.45,206.9,208.55,7001700,0.1314,206.09,206.09,0.0,0.0
2022-12-15 05:00:00,V,204.92,207.09,202.2,203.26,10831800,-2.5361,205.74,205.74,0.0,0.0
2022-12-16 05:00:00,V,202.85,203.74,200.71,202.27,12472900,-0.4906,205.35,205.35,0.0,0.0
2022-12-19 05:00:00,V,202.01,202.83,199.39,200.24,4893600,-1.0005,204.84,204.84,0.0,0.0
2022-12-20 05:00:00,V,199.32,201.91,199.0,200.77,5024900,0.2636,204.47,204.47,0.0,0.0
2022-12-21 05:00:00,V,201.95,203.31,200.99,202.19,4086900,0.7061,204.28,204.28,0.0,0.0
2022-12-22 05:00:00,V,201.15,202.03,197.61,200.48,5690300,-0.8462,203.99,203.99,0.0,0.0
2022-12-23 05:00:00,V,199.57,201.63,198.97,201.23,3246000,0.3755,203.79,203.79,0.0,0.0
2022-12-27 05:00:00,V,201.32,202.26,200.03,201.68,2904900,0.2235,203.65,203.65,0.0,0.0
2022-12-28 05:00:00,V,202.06,203.87,200.22,200.41,3139200,-0.6302,203.45,203.45,0.0,0.0
2022-12-29 05:00:00,V,201.35,203.87,200.91,203.41,3675500,1.4976,203.45,203.45,0.0,0.0
2022-12-30 05:00:00,V,201.7,203.39,201.1,203.12,4159400,-0.1442,203.43,203.43,0.0,0.0
2023-01-03 05:00:00,V,204.6,207.58,201.55,202.76,4202800,-0.1781,203.39,203.39,0.0,0.0
2023-01-04 05:00:00,V,204.94,208.44,204.94,207.86,6606200,2.517,203.62,203.62,0.0,0.0
2023-01-05 05:00:00,V,209.02,209.37,205.76,206.39,5246000,-0.7055,203.75,203.75,0.0,0.0
2023-01-06 05:00:00,V,209.22,213.26,208.33,212.88,6829700,3.1453,204.16,204.16,0.0,0.0
2023-01-09 05:00:00,V,214.17,217.24,213.47,213.71,6294500,0.3904,204.58,204.58,0.0,0.0
2023-01-10 05:00:00,V,214.1,217.42,213.3,216.15,10857000,1.1391,205.06,205.06,0.0,0.0
2023-01-11 05:00:00,V,216.34,217.21,214.79,217.14,5408200,0.4568,205.54,205.54,0.0,0.0
2023-01-12 05:00:00,V,217.14,218.81,215.68,218.62,4264400,0.6844,206.05,206.05,0.0,0.0
2023-01-13 05:00:00,V,216.95,218.76,215.22,218.07,4283200,-0.2504,206.49,206.49,0.0,0.0
