Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-12-06 00:00:00-05:00,144.8842493657544,145.11082689130228,139.81077976944414,140.78607177734375,64727200,0.0,0.0
2022-12-07 00:00:00-05:00,140.07675927915528,141.23921477643742,137.91930489039092,138.8453369140625,69721100,0.0,0.0
2022-12-08 00:00:00-05:00,140.24425432184734,141.38701807504808,139.00298578220685,140.52993774414062,62128300,0.0,0.0
2022-12-09 00:00:00-05:00,140.22454358218158,143.40655024212361,138.80594241386282,140.04722595214844,76097000,0.0,0.0
2022-12-12 00:00:00-05:00,140.57920002207968,142.35245156002605,138.96357418350942,142.3426055908203,70462700,0.0,0.0
2022-12-13 00:00:00-05:00,147.27811851695523,147.7411345402718,142.0962984876822,143.30801391601562,93886200,0.0,0.0
2022-12-14 00:00:00-05:00,143.18982946326526,144.4803579746899,139.0620984014011,141.08163452148438,82291200,0.0,0.0
2022-12-15 00:00:00-05:00,139.01284678575612,139.69259452336593,134.00834311374663,134.4713592529297,98931900,0.0,0.0
2022-12-16 00:00:00-05:00,134.6585187405124,135.60424282446493,131.74250357896327,132.5109100341797,160156900,0.0,0.0
2022-12-19 00:00:00-05:00,133.1020090197244,133.19066784085936,129.36834224245627,130.40272521972656,79592600,0.0,0.0
2022-12-20 00:00:00-05:00,129.43726118544186,131.2696181831246,127.95955441414964,130.333740234375,77432800,0.0,0.0
2022-12-21 00:00:00-05:00,131.00362844860888,134.77670825725167,130.77705094971176,133.43692016601562,85928000,0.0,0.0
2022-12-22 00:00:00-05:00,132.35327292045574,132.56014344596582,128.36346171921937,130.2647705078125,77852100,0.0,0.0
2022-12-23 00:00:00-05:00,128.97428208438834,130.45198927834147,127.71330648144284,129.9003143310547,63814900,0.0,0.0
2022-12-27 00:00:00-05:00,129.42743066905106,129.45698360544398,126.80696007412172,128.0974884033203,69007800,0.0,0.0
2022-12-28 00:00:00-05:00,127.74284988936154,129.0826382465051,123.9993297869955,124.16680145263672,85438400,0.0,0.0
2022-12-29 00:00:00-05:00,126.0877747484739,128.54076556815752,125.83164435265451,127.68370056152344,75703700,0.0,0.0
2022-12-30 00:00:00-05:00,126.50158621125367,128.01869226136404,125.53614757244897,127.99898529052734,77034200,0.0,0.0
2023-01-03 00:00:00-05:00,128.3437644584535,128.9545451464431,122.32457128587431,123.21119689941406,112117500,0.0,0.0
2023-01-04 00:00:00-05:00,125.00416235162118,126.7478608503369,123.22106494631889,124.48204040527344,89113600,0.0,0.0
2023-01-05 00:00:00-05:00,125.24059869217061,125.87108644843491,122.90582630338176,123.16195678710938,80962700,0.0,0.0
2023-01-06 00:00:00-05:00,124.13724683818648,128.35362894146016,123.03388952483932,127.69358825683594,87754700,0.0,0.0
2023-01-09 00:00:00-05:00,128.530949601707,131.4272575812406,127.95956778658704,128.2156982421875,70790800,0.0,0.0
2023-01-10 00:00:00-05:00,128.32406282244906,129.30920076375085,126.21586822934367,128.78707885742188,63896200,0.0,0.0
2023-01-11 00:00:00-05:00,129.29937353694692,131.52578019546752,128.5211210646013,131.50608825683594,69458900,0.0,0.0
2023-01-12 00:00:00-05:00,131.89030803020296,132.26465032728163,129.486568398783,131.4272918701172,71379600,0.0,0.0
2023-01-13 00:00:00-05:00,130.0677644513709,132.914812571895,129.70326821418658,132.75718688964844,57809700,0.0,0.0
2023-01-17 00:00:00-05:00,132.82614355724837,135.24957434953774,132.1365500404185,133.91964721679688,63646600,0.0,0.0
2023-01-18 00:00:00-05:00,134.78658853017248,136.5499789381121,133.02318309021993,133.2005157470703,69672800,0.0,0.0
2023-01-19 00:00:00-05:00,132.0873116107182,134.22505937639417,131.78192122019502,133.25962829589844,58280400,0.0,0.0
